"[run number]","scenarios","n","rayon","Quarantaine","p-immuniser","p-symptomatiques","p-asymptomatiques","p-retablies","p-mort","[step]","count turtles with [state = 0]","count turtles with [state = 1]","count turtles with [state = 2]"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","125","370","50","45"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","153","288","26","30"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","115","344","29","62"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","115","418","52","50"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","17","892","53","27"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","154","287","26","27"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","72","742","41","27"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","126","368","47","45"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","116","342","30","53"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","23","877","38","32"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","116","414","52","44"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","155","285","26","25"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","230","737","3","12"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","127","366","46","45"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","117","341","30","50"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","156","284","26","21"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","117","408","49","52"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","18","884","57","29"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","73","740","40","27"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","128","363","47","40"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","118","339","27","51"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","157","283","26","22"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","24","874","37","30"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","231","735","5","12"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","118","406","45","55"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","129","360","44","44"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","119","338","26","47"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","158","278","31","19"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","74","737","38","29"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","159","275","30","23"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","130","358","44","44"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","120","334","28","47"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","119","399","48","56"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","19","874","56","37"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","160","274","29","24"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","232","732","8","11"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","131","352","47","43"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","121","334","26","43"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","25","871","37","28"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","120","389","53","52"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","161","273","27","27"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","132","344","51","43"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","75","731","42","31"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","122","333","27","38"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","121","386","52","54"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","162","273","25","26"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","20","864","61","37"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","133","335","53","47"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","123","332","22","39"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","233","730","9","11"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","163","272","21","29"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","122","384","46","60"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","26","865","39","31"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","134","327","53","44"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","124","332","21","39"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","164","272","20","26"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","76","727","42","33"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","123","381","45","62"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","165","270","20","28"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","135","322","54","42"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","125","331","18","39"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","234","729","10","9"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","21","855","63","40"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","166","268","21","27"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","124","380","40","57"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","136","316","52","43"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","126","329","18","33"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","27","862","39","30"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","77","726","39","35"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","167","266","22","24"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","137","314","50","46"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","125","380","35","56"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","127","326","20","32"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","235","729","9","9"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","168","265","23","20"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","138","313","43","51"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","128","323","21","30"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","22","849","62","46"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","126","377","38","52"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","169","265","22","19"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","78","721","42","35"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","139","313","37","56"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","28","856","43","29"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","129","322","20","29"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","170","265","20","21"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","127","375","38","48"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","236","729","7","11"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","140","311","35","52"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","171","265","18","22"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","130","319","20","30"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","128","371","38","48"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","141","309","32","54"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","23","840","63","50"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","172","264","17","22"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","79","716","44","34"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","131","317","19","29"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","29","851","44","32"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","142","303","34","51"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","173","264","13","25"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","129","369","40","46"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","237","728","7","12"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","132","316","17","28"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","143","299","34","50"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","174","263","13","25"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","130","366","39","43"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","133","313","15","30"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","80","715","42","31"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","175","262","13","26"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","24","830","64","50"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","144","295","34","49"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","134","313","11","32"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","238","726","8","11"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","131","365","38","42"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","176","262","12","26"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","30","847","44","34"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","145","292","36","45"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","135","311","11","27"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","177","262","11","26"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","146","288","39","42"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","132","361","39","41"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","81","713","38","36"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","25","821","68","49"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","178","259","13","23"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","147","287","36","43"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","136","309","12","25"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","239","723","10","12"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","133","360","33","40"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","179","255","15","23"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","31","843","45","35"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","148","286","36","38"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","137","308","12","24"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","134","355","34","42"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","180","252","18","22"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","82","709","38","38"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","149","283","36","36"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","138","307","12","24"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","181","250","19","19"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","240","718","15","12"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","26","813","71","49"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","135","351","36","39"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","150","281","35","35"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","182","248","21","17"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","139","305","13","22"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","32","840","42","40"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","151","275","38","35"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","136","350","30","42"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","183","247","19","19"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","83","703","38","42"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","140","305","13","18"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","152","267","39","41"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","184","247","15","21"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","241","712","19","13"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","137","349","29","42"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","27","808","68","52"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","141","304","12","19"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","153","262","41","42"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","185","247","14","18"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","138","348","30","37"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","33","838","41","40"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","154","260","39","38"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","142","304","12","17"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","84","697","41","43"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","186","246","12","21"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","155","259","38","36"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","187","243","15","20"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","143","303","12","17"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","139","348","29","35"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","242","706","25","13"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","28","799","69","55"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","156","258","33","39"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","188","239","17","19"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","144","303","11","16"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","85","692","43","41"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","140","347","27","36"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","157","256","31","37"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","34","835","37","39"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","189","239","15","20"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","145","301","13","15"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","158","253","29","37"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","190","237","15","21"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","141","343","29","35"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","243","702","26","16"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","29","795","66","57"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","146","300","14","14"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","159","251","28","35"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","191","236","15","19"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","86","687","47","40"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","142","341","27","36"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","160","248","28","36"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","147","300","9","18"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","192","234","17","17"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","35","834","34","38"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","161","245","27","33"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","143","340","23","38"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","193","233","15","17"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","244","698","27","16"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","148","299","10","16"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","30","793","65","55"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","162","243","28","31"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","194","233","13","16"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","144","337","24","38"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","149","298","10","15"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","87","683","45","43"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","163","239","28","31"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","195","233","11","17"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","36","832","35","35"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","145","334","21","39"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","150","298","8","16"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","164","234","33","30"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","245","693","29","18"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","196","233","11","16"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","165","228","37","30"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","31","789","63","55"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","151","298","7","16"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","197","233","11","15"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","88","681","43","42"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","146","333","20","36"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","166","222","36","29"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","198","233","10","14"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","152","298","6","16"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","147","331","19","37"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","167","218","37","30"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","37","825","41","34"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","246","692","25","20"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","199","233","8","16"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","153","297","7","15"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","168","216","33","32"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","89","679","40","44"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","200","233","8","16"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","32","782","65","54"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","148","328","22","35"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","169","213","31","35"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","154","297","7","12"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","201","233","7","17"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","170","212","26","38"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","149","328","21","31"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","247","692","24","20"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","202","233","5","18"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","155","297","7","11"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","38","820","43","34"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","171","209","26","38"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","90","675","42","45"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","150","328","19","31"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","203","233","5","16"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","172","209","24","37"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","156","297","6","12"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","33","775","63","62"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","204","233","5","14"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","173","208","23","32"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","151","327","19","30"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","157","295","8","9"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","248","691","21","22"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","205","233","4","14"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","174","206","23","32"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","91","671","45","44"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","39","815","46","34"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","158","294","8","10"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","152","326","17","31"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","206","233","3","14"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","175","203","25","30"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","34","771","56","66"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","176","203","24","29"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","159","292","9","10"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","207","233","3","13"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","153","326","16","30"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","249","690","20","22"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","177","203","22","31"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","208","233","3","13"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","92","668","42","47"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","160","292","9","10"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","178","203","19","30"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","154","325","15","30"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","40","809","49","35"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","209","233","3","13"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","161","292","8","11"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","179","202","19","27"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","35","762","62","59"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","210","232","3","13"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","180","201","19","23"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","155","323","17","26"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","250","688","19","22"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","162","292","8","10"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","93","666","40","44"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","211","232","3","13"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","181","201","17","24"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","156","322","17","26"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","163","292","8","9"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","182","201","13","26"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","212","232","3","11"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","41","804","48","38"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","183","200","12","27"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","213","232","3","11"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","164","292","8","8"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","157","321","16","28"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","251","688","16","23"
"31","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","36","754","60","64"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","184","199","13","26"
"29","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","94","663","38","45"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","214","231","3","10"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","165","292","8","5"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","185","196","15","26"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","158","318","19","26"
"25","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","215","231","3","8"
"27","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","186","194","17","24"
"30","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","42","800","43","42"
"28","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","166","292","8","4"
"26","pop-asymptomatique","1000","4","non","0","0.1","1","0.04","0.06","159","315","19","26"
"20","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","252","686","16","22"
