"[run number]","scenarios","n","rayon","quarantaine","p-immuniser","p-symptomatiques","p-asymptomatiques","p-retablies","p-mort","p-vacciner","[step]","count turtles with [state = 3]/ n"
"311","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.35","75","0.066"
"308","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.35","108","0.07"
"306","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.35","132","0.075"
"317","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.35","56","0.026"
"314","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.35","85","0.056"
"313","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.35","110","0.078"
"318","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.35","80","0.07"
"316","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.35","96","0.088"
"319","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.35","70","0.031"
"320","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.35","70","0.032"
"321","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","60","0.02"
"315","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.35","158","0.063"
"322","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","84","0.047"
"323","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","84","0.085"
"327","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","53","0.038"
"326","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","59","0.04"
"324","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","109","0.064"
"329","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","63","0.041"
"325","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","142","0.078"
"328","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","100","0.061"
"330","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","69","0.076"
"333","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","88","0.067"
"334","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","70","0.032"
"332","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","117","0.067"
"336","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","82","0.071"
"335","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","92","0.047"
"331","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","159","0.1"
"338","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","87","0.067"
"341","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","72","0.05"
"339","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","86","0.058"
"344","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","61","0.033"
"343","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","71","0.044"
"340","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","133","0.136"
"337","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","168","0.068"
"345","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","100","0.106"
"342","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","93","0.013"
"349","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","66","0.047"
"348","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","77","0.091"
"347","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","105","0.145"
"346","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","132","0.045"
"350","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","90","0.033"
"355","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","58","0.032"
"353","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","92","0.027"
"352","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","105","0.069"
"351","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","128","0.083"
"354","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","110","0.07"
"361","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","47","0.032"
"356","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","132","0.08"
"358","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","89","0.034"
"357","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","107","0.04"
"362","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","79","0.03"
"360","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","94","0.057"
"364","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","99","0.058"
"363","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","122","0.043"
"366","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","84","0.03"
"368","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","72","0.049"
"367","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","96","0.068"
"359","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.4","188","0.062"
"365","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","130","0.075"
"371","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","75","0.038"
"374","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","62","0.058"
"376","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","48","0.027"
"369","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","156","0.063"
"372","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","96","0.065"
"370","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","118","0.058"
"375","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","77","0.064"
"373","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","125","0.071"
"377","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","69","0.048"
"383","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","41","0.022"
"378","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","63","0.05"
"381","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","69","0.055"
"380","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","104","0.044"
"379","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","123","0.068"
"384","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","94","0.054"
"382","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","141","0.084"
"385","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","109","0.082"
"386","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","101","0.051"
"388","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","65","0.019"
"387","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","102","0.069"
"390","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","60","0.024"
"394","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","46","0.017"
"391","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","63","0.033"
"392","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","64","0.042"
"389","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","89","0.071"
"395","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","92","0.07"
"393","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","108","0.103"
"397","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","57","0.031"
"398","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","68","0.039"
"402","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","39","0.013"
"400","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","90","0.051"
"401","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","105","0.055"
"403","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","65","0.049"
"399","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","103","0.061"
"404","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","66","0.043"
"405","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","88","0.05"
"407","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","68","0.054"
"406","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","90","0.045"
"410","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","81","0.037"
"396","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.45","236","0.073"
"411","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","72","0.042"
"408","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","113","0.061"
"409","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","132","0.05"
"414","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","64","0.028"
"413","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","66","0.014"
"412","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","117","0.043"
"416","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","64","0.034"
"418","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","72","0.047"
"415","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","128","0.069"
"420","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","87","0.042"
"419","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","92","0.036"
"421","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","85","0.056"
"417","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","155","0.077"
"423","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","86","0.034"
"422","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","107","0.051"
"426","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","72","0.036"
"424","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","102","0.036"
"425","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","85","0.054"
"428","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","73","0.022"
"430","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","58","0.055"
"429","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","68","0.017"
"427","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","123","0.043"
"435","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","50","0.014"
"436","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","53","0.033"
"431","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","106","0.041"
"432","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","89","0.031"
"434","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","102","0.045"
"437","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","73","0.031"
"433","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","127","0.045"
"438","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","86","0.053"
"439","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","75","0.056"
"441","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","64","0.023"
"442","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","58","0.029"
"440","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.5","90","0.062"
"449","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","56","0.035"
"450","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","31","0.016"
"447","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","66","0.019"
"443","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","115","0.049"
"448","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","90","0.047"
"444","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","118","0.034"
"446","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","102","0.038"
"445","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","112","0.038"
"451","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","53","0.017"
"452","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","57","0.02"
"454","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","63","0.03"
"453","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","74","0.023"
"457","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","70","0.016"
"460","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","50","0.027"
"459","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","73","0.043"
"456","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","90","0.031"
"455","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","101","0.063"
"458","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","84","0.03"
"463","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","62","0.037"
"461","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","94","0.044"
"464","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","51","0.014"
"468","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","48","0.021"
"462","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","101","0.035"
"467","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","57","0.011"
"465","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","62","0.029"
"466","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","78","0.034"
"472","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","34","0.026"
"469","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","53","0.033"
"470","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","66","0.015"
"474","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","85","0.047"
"478","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","51","0.02"
"476","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","70","0.045"
"475","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","95","0.041"
"471","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","113","0.048"
"473","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","107","0.074"
"477","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","96","0.036"
"479","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","92","0.03"
"483","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","56","0.016"
"485","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","51","0.039"
"481","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","81","0.041"
"480","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.55","76","0.03"
"486","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","45","0.017"
"484","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","91","0.042"
"488","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","47","0.014"
"487","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","53","0.031"
"491","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","48","0.038"
"489","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","62","0.032"
"490","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","63","0.031"
"492","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","70","0.025"
"482","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","151","0.045"
"493","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","73","0.026"
"495","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","68","0.029"
"497","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","60","0.036"
"494","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","87","0.033"
"498","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","54","0.021"
"496","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","88","0.038"
"499","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","62","0.043"
"502","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","38","0.025"
"505","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","62","0.048"
"504","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","65","0.034"
"501","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","86","0.036"
"507","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","47","0.026"
"500","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","117","0.03"
"503","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","88","0.022"
"506","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","86","0.045"
"509","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","41","0.012"
"508","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","66","0.043"
"511","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","45","0.019"
"510","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","49","0.024"
"512","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","42","0.01"
"515","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","42","0.01"
"514","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","60","0.025"
"518","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","30","0.009"
"516","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","55","0.042"
"513","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","64","0.035"
"519","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","33","0.022"
"517","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","56","0.018"
"524","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","36","0.013"
"522","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","55","0.033"
"525","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","38","0.017"
"521","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","71","0.03"
"520","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.6","74","0.021"
"526","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","48","0.017"
"523","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","70","0.019"
"530","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","24","0.007"
"532","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","30","0.018"
"529","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","69","0.029"
"528","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","91","0.038"
"534","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","51","0.038"
"531","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","72","0.023"
"527","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","109","0.025"
"533","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","77","0.02"
"535","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","76","0.038"
"536","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","61","0.029"
"537","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","60","0.026"
"539","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","58","0.025"
"538","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","75","0.032"
"542","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","53","0.026"
"540","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","79","0.027"
"547","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","19","0.005"
"545","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","45","0.022"
"541","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","89","0.023"
"548","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","44","0.017"
"544","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","84","0.009"
"546","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","78","0.019"
"550","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","47","0.021"
"552","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","40","0.015"
"549","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","60","0.025"
"557","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","38","0.021"
"553","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","64","0.027"
"551","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","94","0.024"
"543","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","164","0.032"
"555","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","68","0.018"
"556","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","65","0.016"
"554","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","86","0.036"
"562","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","47","0.013"
"561","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","73","0.028"
"565","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","52","0.018"
"560","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","85","0.042"
"558","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","123","0.033"
"564","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","70","0.01"
"559","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.65","98","0.033"
"563","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","87","0.027"
"569","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","46","0.008"
"571","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","39","0.019"
"573","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","37","0.017"
"570","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","62","0.029"
"566","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","87","0.019"
"567","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","78","0.025"
"572","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","71","0.031"
"568","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","96","0.022"
"574","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","65","0.025"
"579","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","40","0.015"
"577","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","60","0.034"
"580","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","52","0.01"
"576","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","71","0.029"
"578","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","72","0.014"
"581","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","77","0.02"
"583","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","58","0.029"
"575","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","134","0.041"
"582","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","73","0.028"
"586","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","46","0.021"
"584","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","67","0.026"
"587","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","68","0.015"
"590","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","44","0.019"
"585","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","99","0.024"
"589","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","59","0.014"
"592","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","54","0.022"
"588","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","68","0.025"
"591","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","74","0.022"
"593","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","61","0.015"
"594","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","42","0.017"
"596","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","43","0.023"
"597","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","41","0.012"
"595","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","63","0.026"
"599","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","58","0.039"
"601","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","51","0.013"
"600","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","51","0.03"
"598","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.7","64","0.021"
"602","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","63","0.034"
"603","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","57","0.029"
"605","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","50","0.012"
"604","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","66","0.01"
"607","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","50","0.02"
"606","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","73","0.023"
"611","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","52","0.026"
"608","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","88","0.019"
"610","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","79","0.024"
"609","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","91","0.022"
"612","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","65","0.026"
"613","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","57","0.024"
"615","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","52","0.026"
"614","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","75","0.023"
"619","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","38","0.012"
"621","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","53","0.02"
"616","pop-asymptomatique","1000","4","true","0","0.1","1","0.1","0","0.75","83","0.015"
